Gênero,Ano,Duração,Diretor,Classificação,Idioma,Elenco,Restrição de Idade,Usuário Gosta
Thriller,2010,146,Christopher Nolan,1.8,Português,17,14+,Sim
Terror,1923,100,Woody Allen,4.8,Japonês,11,14+,Não
Animação,2023,69,Quentin Tarantino,5.5,Japonês,6,16+,Sim
Terror,1920,144,Alfred Hitchcock,8.7,Francês,2,18+,Não
Terror,1958,164,Quentin Tarantino,5.4,Italiano,5,18+,Sim
Fantasia,1984,107,Alfred Hitchcock,9.8,Alemão,18,14+,Não
Comédia,2019,64,Quentin Tarantino,2.4,Alemão,5,12+,Sim
Ficção Científica,1979,147,Alfred Hitchcock,4.0,Inglês,20,10+,Sim
Thriller,1946,127,Quentin Tarantino,8.1,Espanhol,12,Livre,Sim
Romance,1964,142,Alfred Hitchcock,8.4,Italiano,20,14+,Não
Drama,1992,69,Martin Scorsese,6.1,Espanhol,10,16+,Não
Animação,2003,77,Woody Allen,6.9,Espanhol,5,18+,Não
Terror,1986,147,Stanley Kubrick,4.3,Inglês,3,12+,Não
Romance,2010,131,Francis Ford Coppola,9.9,Russo,13,10+,Sim
Fantasia,1948,64,Steven Spielberg,1.6,Alemão,8,18+,Não
Ficção Científica,1950,174,Steven Spielberg,1.1,Inglês,13,16+,Não
Ação,1921,137,Martin Scorsese,6.3,Inglês,13,Livre,Sim
Romance,1963,95,Stanley Kubrick,6.8,Espanhol,10,16+,Não
Comédia,1962,122,Stanley Kubrick,3.9,Italiano,6,14+,Não
Ação,1951,90,Stanley Kubrick,7.6,Espanhol,14,12+,Não
Romance,1976,89,Stanley Kubrick,8.6,Inglês,12,16+,Não
Thriller,1980,168,Stanley Kubrick,1.4,Inglês,10,12+,Não
Comédia,2012,96,Christopher Nolan,4.0,Francês,5,18+,Sim
Romance,1937,127,Stanley Kubrick,3.9,Hindi,4,18+,Não
Drama,1986,154,Ridley Scott,8.8,Italiano,15,14+,Não
Documentário,1983,132,Woody Allen,7.4,Francês,15,10+,Sim
Ação,1966,129,Stanley Kubrick,5.4,Japonês,19,16+,Não
Documentário,1974,171,Quentin Tarantino,9.4,Russo,1,16+,Sim
Fantasia,2004,96,Stanley Kubrick,6.7,Japonês,14,10+,Sim
Ficção Científica,1942,62,Christopher Nolan,6.9,Hindi,6,16+,Sim
Ficção Científica,1993,90,Ridley Scott,3.4,Russo,8,16+,Não
Documentário,2023,141,Francis Ford Coppola,6.4,Hindi,18,10+,Sim
Comédia,2012,80,Stanley Kubrick,2.3,Inglês,5,12+,Não
Ação,1944,138,Orson Welles,2.2,Francês,9,Livre,Sim
Romance,1977,126,Steven Spielberg,9.6,Japonês,3,10+,Sim
Terror,1981,160,Stanley Kubrick,5.2,Italiano,7,14+,Não
Documentário,1993,69,Quentin Tarantino,3.0,Hindi,12,14+,Sim
Comédia,1964,61,Quentin Tarantino,6.6,Italiano,9,10+,Sim
Thriller,1965,128,Francis Ford Coppola,8.2,Inglês,12,12+,Não
Romance,1962,68,Orson Welles,1.4,Alemão,20,Livre,Sim
Documentário,1965,171,Stanley Kubrick,4.4,Espanhol,17,14+,Não
Ficção Científica,2013,105,Christopher Nolan,4.2,Espanhol,3,16+,Sim
Ação,1930,74,Woody Allen,7.6,Inglês,2,10+,Sim
Documentário,1980,121,Francis Ford Coppola,3.0,Italiano,3,12+,Não
Drama,1979,109,Woody Allen,4.7,Mandarim,7,16+,Não
Drama,1944,77,Steven Spielberg,9.2,Português,20,12+,Não
Animação,1960,62,Quentin Tarantino,8.3,Hindi,3,12+,Sim
Comédia,1965,73,Francis Ford Coppola,9.4,Russo,17,18+,Não
Terror,1972,168,Stanley Kubrick,9.9,Alemão,13,Livre,Sim
Ficção Científica,1979,73,Woody Allen,8.4,Hindi,13,18+,Sim
Terror,1966,138,Woody Allen,2.3,Francês,15,10+,Sim
Terror,2022,73,Stanley Kubrick,7.1,Japonês,18,10+,Sim
Ficção Científica,1970,146,Martin Scorsese,6.6,Japonês,1,16+,Não
Ação,1988,177,Woody Allen,8.2,Espanhol,10,10+,Sim
Documentário,1922,148,Ridley Scott,8.2,Italiano,3,18+,Não
Romance,1992,84,Quentin Tarantino,5.5,Alemão,13,14+,Sim
Comédia,1999,139,Woody Allen,9.2,Português,1,18+,Não
Romance,1972,97,Quentin Tarantino,4.1,Inglês,10,12+,Sim
Fantasia,1935,81,Martin Scorsese,8.4,Mandarim,19,16+,Não
Animação,1991,120,Stanley Kubrick,5.8,Francês,2,10+,Sim
Terror,1955,169,Orson Welles,8.3,Russo,6,Livre,Sim
Fantasia,1924,125,Francis Ford Coppola,1.2,Francês,3,14+,Não
Fantasia,1965,179,Martin Scorsese,4.0,Alemão,10,18+,Não
Drama,2001,108,Christopher Nolan,2.4,Mandarim,4,18+,Sim
Ficção Científica,1985,176,Steven Spielberg,7.8,Italiano,15,16+,Não
Romance,1955,118,Stanley Kubrick,3.3,Inglês,17,12+,Não
Comédia,2020,126,Woody Allen,5.4,Francês,15,12+,Não
Ação,1953,147,Ridley Scott,6.1,Mandarim,15,Livre,Sim
Ficção Científica,1992,139,Martin Scorsese,5.1,Russo,12,18+,Não
Animação,1943,169,Stanley Kubrick,8.8,Alemão,4,14+,Não
Fantasia,1983,74,Ridley Scott,9.0,Hindi,8,16+,Não
Animação,1922,173,Steven Spielberg,1.6,Japonês,5,16+,Não
Drama,1990,95,Stanley Kubrick,2.4,Hindi,18,16+,Não
Ficção Científica,1924,130,Orson Welles,4.3,Inglês,12,Livre,Sim
Ação,1956,144,Orson Welles,5.8,Alemão,5,14+,Não
Comédia,2023,130,Alfred Hitchcock,9.8,Japonês,18,Livre,Sim
Comédia,1943,95,Woody Allen,6.7,Alemão,5,14+,Não
Thriller,2003,136,Quentin Tarantino,3.6,Hindi,4,Livre,Sim
Comédia,2017,60,Steven Spielberg,5.7,Russo,4,12+,Não
Animação,1995,62,Ridley Scott,1.8,Italiano,14,10+,Sim
Romance,1975,107,Woody Allen,8.4,Alemão,14,14+,Não
Romance,1937,168,Steven Spielberg,6.4,Francês,1,16+,Não
Comédia,1988,105,Stanley Kubrick,9.5,Japonês,4,16+,Não
Drama,1980,165,Steven Spielberg,1.9,Russo,16,12+,Não
Comédia,1930,78,Quentin Tarantino,4.8,Hindi,2,18+,Sim
Ação,1960,75,Woody Allen,2.3,Espanhol,10,16+,Não
Ação,1920,94,Francis Ford Coppola,7.5,Japonês,7,18+,Não
Ficção Científica,1985,98,Francis Ford Coppola,3.8,Francês,4,16+,Não
Fantasia,1925,122,Steven Spielberg,6.2,Japonês,11,Livre,Sim
Animação,1989,151,Ridley Scott,7.6,Mandarim,1,14+,Não
Documentário,1955,96,Alfred Hitchcock,5.5,Hindi,15,14+,Não
Animação,1947,125,Francis Ford Coppola,5.5,Português,18,Livre,Sim
Romance,1987,161,Stanley Kubrick,5.8,Alemão,11,10+,Sim
Terror,1929,98,Christopher Nolan,4.3,Inglês,12,10+,Sim
Drama,1923,88,Orson Welles,1.2,Hindi,1,Livre,Sim
Documentário,2005,109,Francis Ford Coppola,9.4,Russo,18,12+,Não
Documentário,1923,147,Orson Welles,2.0,Inglês,4,Livre,Sim
Thriller,2020,173,Stanley Kubrick,8.9,Inglês,8,18+,Não
Ficção Científica,1991,168,Martin Scorsese,1.5,Inglês,17,12+,Não
Drama,1968,66,Christopher Nolan,6.0,Japonês,1,16+,Sim
Animação,2010,172,Francis Ford Coppola,5.7,Espanhol,14,16+,Não
Animação,1922,115,Orson Welles,6.8,Italiano,3,16+,Não
Ação,1992,72,Ridley Scott,5.0,Hindi,4,Livre,Sim
Documentário,1930,78,Steven Spielberg,1.5,Espanhol,11,Livre,Sim
Documentário,1951,159,Stanley Kubrick,1.7,Inglês,8,10+,Sim
Ficção Científica,1974,127,Quentin Tarantino,9.7,Hindi,4,16+,Sim
Romance,2008,129,Quentin Tarantino,8.1,Inglês,9,16+,Sim
Fantasia,2012,82,Stanley Kubrick,4.4,Russo,6,10+,Sim
Comédia,1955,77,Martin Scorsese,6.9,Alemão,16,14+,Não
Documentário,2014,113,Christopher Nolan,1.2,Hindi,13,16+,Sim
Romance,2014,144,Francis Ford Coppola,2.6,Mandarim,16,12+,Não
Ficção Científica,1984,73,Francis Ford Coppola,8.4,Português,18,12+,Sim
Ação,1932,86,Stanley Kubrick,1.2,Italiano,9,Livre,Sim
Romance,1954,150,Steven Spielberg,4.9,Alemão,5,Livre,Sim
Thriller,1941,73,Quentin Tarantino,9.9,Russo,6,16+,Sim
Romance,2020,132,Christopher Nolan,5.0,Hindi,15,Livre,Sim
Romance,1980,85,Francis Ford Coppola,4.3,Japonês,1,10+,Sim
Ficção Científica,1981,82,Ridley Scott,8.2,Japonês,1,Livre,Sim
Terror,1927,93,Christopher Nolan,9.8,Hindi,2,16+,Sim
Ação,1941,169,Quentin Tarantino,8.4,Japonês,7,Livre,Sim
Comédia,2011,76,Martin Scorsese,5.6,Espanhol,20,18+,Não
Documentário,2001,79,Woody Allen,1.8,Espanhol,4,Livre,Sim
Fantasia,1939,64,Quentin Tarantino,7.7,Japonês,6,Livre,Sim
Romance,2005,124,Woody Allen,2.8,Mandarim,8,Livre,Sim
Animação,1973,179,Ridley Scott,3.5,Hindi,19,Livre,Sim
Documentário,2023,61,Steven Spielberg,5.2,Francês,14,Livre,Sim
Comédia,1969,137,Orson Welles,6.5,Mandarim,12,Livre,Sim
Ação,2001,88,Woody Allen,4.5,Japonês,15,18+,Não
Romance,1976,111,Woody Allen,6.8,Italiano,5,10+,Sim
Drama,1970,64,Orson Welles,5.2,Mandarim,13,18+,Não
Animação,1929,71,Francis Ford Coppola,6.2,Russo,18,12+,Não
Drama,1967,63,Stanley Kubrick,6.0,Português,6,Livre,Sim
Documentário,2019,162,Martin Scorsese,7.8,Japonês,8,12+,Não
Animação,1937,83,Stanley Kubrick,6.7,Mandarim,5,Livre,Sim
Documentário,1921,128,Orson Welles,7.9,Russo,6,16+,Não
Terror,1980,154,Quentin Tarantino,2.0,Mandarim,11,Livre,Sim
Ação,1998,67,Quentin Tarantino,6.2,Mandarim,15,16+,Sim
Terror,1953,172,Quentin Tarantino,7.7,Russo,3,18+,Sim
Romance,1929,96,Stanley Kubrick,1.5,Japonês,10,18+,Não
Drama,2009,140,Ridley Scott,7.1,Russo,14,10+,Sim
Terror,1929,89,Orson Welles,7.4,Inglês,1,Livre,Sim
Terror,1976,108,Stanley Kubrick,6.2,Hindi,14,Livre,Sim
Thriller,1985,168,Martin Scorsese,5.4,Português,1,18+,Não
Fantasia,1993,160,Alfred Hitchcock,3.3,Francês,6,16+,Não
Ficção Científica,2023,86,Woody Allen,6.6,Italiano,8,18+,Não
Fantasia,1979,99,Christopher Nolan,2.2,Francês,15,10+,Sim
Comédia,1964,99,Quentin Tarantino,1.5,Espanhol,10,10+,Sim
Thriller,2010,168,Christopher Nolan,8.4,Espanhol,17,12+,Sim
Animação,1961,179,Orson Welles,6.2,Alemão,16,14+,Não
Documentário,1982,160,Christopher Nolan,9.4,Espanhol,2,18+,Sim
Thriller,1925,177,Orson Welles,2.7,Japonês,6,10+,Sim
Comédia,1991,133,Ridley Scott,5.7,Espanhol,7,Livre,Sim
Fantasia,2021,115,Christopher Nolan,4.8,Hindi,2,Livre,Sim
Comédia,1941,131,Alfred Hitchcock,7.8,Hindi,15,12+,Não
Ação,1964,85,Orson Welles,9.2,Japonês,10,14+,Não
Fantasia,1975,132,Woody Allen,8.9,Francês,15,12+,Não
Terror,2014,104,Stanley Kubrick,3.6,Alemão,4,Livre,Sim
Ação,1968,80,Woody Allen,1.0,Francês,5,12+,Não
Thriller,1976,79,Orson Welles,8.8,Italiano,12,18+,Não
Animação,1928,134,Francis Ford Coppola,8.4,Hindi,18,16+,Não
Comédia,1951,168,Orson Welles,5.2,Hindi,18,18+,Não
Ação,1990,92,Francis Ford Coppola,3.3,Espanhol,20,14+,Não
Comédia,1931,158,Woody Allen,4.9,Mandarim,9,16+,Não
Documentário,1936,81,Woody Allen,3.6,Hindi,6,16+,Não
Ficção Científica,1977,120,Martin Scorsese,3.5,Japonês,9,14+,Não
Comédia,1977,165,Woody Allen,3.4,Japonês,5,14+,Não
Comédia,2003,145,Orson Welles,9.2,Espanhol,1,16+,Não
Comédia,1964,106,Francis Ford Coppola,6.6,Italiano,2,16+,Não
Fantasia,1981,80,Woody Allen,2.4,Hindi,12,Livre,Sim
Fantasia,2016,83,Steven Spielberg,2.9,Português,2,18+,Não
Ação,2012,77,Ridley Scott,7.5,Mandarim,9,16+,Não
Comédia,1950,179,Quentin Tarantino,2.2,Japonês,12,12+,Sim
Documentário,1937,80,Martin Scorsese,1.2,Italiano,10,16+,Não
Comédia,1944,161,Quentin Tarantino,9.5,Hindi,16,10+,Sim
Comédia,1923,124,Martin Scorsese,6.8,Inglês,11,14+,Não
Terror,1942,110,Martin Scorsese,5.2,Mandarim,4,16+,Não
Terror,1943,141,Francis Ford Coppola,3.8,Japonês,5,14+,Não
Ação,1961,163,Quentin Tarantino,1.3,Francês,4,18+,Sim
Animação,1965,100,Quentin Tarantino,6.4,Mandarim,4,Livre,Sim
Fantasia,1951,95,Christopher Nolan,9.7,Francês,3,10+,Sim
Animação,1968,69,Alfred Hitchcock,1.8,Inglês,18,14+,Não
Ação,1920,147,Orson Welles,5.5,Espanhol,15,Livre,Sim
Fantasia,1933,168,Orson Welles,9.3,Alemão,3,14+,Não
Terror,1949,104,Ridley Scott,3.1,Japonês,6,16+,Não
Comédia,1951,131,Stanley Kubrick,3.4,Alemão,4,14+,Não
Ação,2004,79,Martin Scorsese,2.9,Francês,16,12+,Não
Documentário,2007,78,Stanley Kubrick,5.1,Inglês,20,10+,Sim
Animação,2013,99,Alfred Hitchcock,2.3,Espanhol,20,12+,Não
Comédia,1958,171,Ridley Scott,2.4,Português,9,12+,Não
Romance,1932,116,Stanley Kubrick,5.4,Alemão,12,Livre,Sim
Documentário,1958,112,Steven Spielberg,9.8,Mandarim,9,12+,Não
Romance,2003,94,Christopher Nolan,8.9,Mandarim,7,14+,Sim
Fantasia,2008,173,Francis Ford Coppola,2.2,Inglês,1,18+,Não
Fantasia,1963,77,Martin Scorsese,5.8,Japonês,7,10+,Sim
Ficção Científica,1996,84,Quentin Tarantino,3.5,Hindi,15,12+,Sim
Ação,1962,140,Stanley Kubrick,8.2,Mandarim,16,18+,Não
Fantasia,1968,121,Alfred Hitchcock,3.1,Japonês,5,18+,Não
Ação,1988,84,Martin Scorsese,6.9,Mandarim,14,12+,Não
Ficção Científica,1967,120,Orson Welles,7.6,Francês,15,10+,Sim
Terror,1992,138,Steven Spielberg,2.9,Hindi,6,10+,Sim
Ação,1920,92,Francis Ford Coppola,5.1,Hindi,18,18+,Não
Comédia,1972,171,Ridley Scott,3.7,Mandarim,15,10+,Sim
Drama,1953,151,Woody Allen,9.0,Japonês,6,12+,Não
Drama,1985,129,Martin Scorsese,6.9,Italiano,13,16+,Não
Fantasia,1949,170,Steven Spielberg,4.3,Japonês,4,12+,Não
Romance,1950,153,Quentin Tarantino,3.2,Italiano,6,10+,Sim
Documentário,2022,75,Quentin Tarantino,4.0,Francês,15,10+,Sim
Animação,1948,101,Quentin Tarantino,1.8,Hindi,8,Livre,Sim
Documentário,2010,102,Francis Ford Coppola,9.3,Português,14,Livre,Sim
Ficção Científica,2023,84,Steven Spielberg,5.6,Inglês,11,18+,Não
Ação,2020,96,Ridley Scott,7.0,Russo,10,10+,Sim
Animação,2020,109,Orson Welles,6.4,Francês,4,Livre,Sim
Fantasia,1937,119,Stanley Kubrick,2.8,Inglês,3,16+,Não
Ação,1968,145,Orson Welles,9.5,Alemão,17,14+,Não
Comédia,1952,71,Ridley Scott,7.5,Português,7,12+,Não
Thriller,2003,115,Quentin Tarantino,1.5,Mandarim,17,10+,Sim
Romance,1946,179,Ridley Scott,5.3,Japonês,8,14+,Não
Ficção Científica,1957,98,Orson Welles,7.2,Português,12,14+,Não
Terror,2019,133,Christopher Nolan,7.5,Russo,12,10+,Sim
Thriller,1930,158,Quentin Tarantino,3.4,Alemão,19,12+,Sim
Comédia,2007,141,Steven Spielberg,3.9,Mandarim,15,12+,Não
Documentário,1939,113,Woody Allen,4.1,Alemão,14,18+,Não
Drama,1943,66,Orson Welles,7.5,Espanhol,14,Livre,Sim
Documentário,2022,64,Orson Welles,7.4,Alemão,19,18+,Não
Ficção Científica,1998,124,Martin Scorsese,6.6,Japonês,4,16+,Não
Romance,2016,146,Martin Scorsese,2.0,Inglês,6,10+,Sim
Ficção Científica,1985,160,Christopher Nolan,4.8,Português,12,16+,Sim
Thriller,2016,173,Alfred Hitchcock,7.9,Italiano,3,16+,Não
Thriller,1994,143,Quentin Tarantino,2.7,Russo,14,Livre,Sim
Animação,1972,92,Woody Allen,5.4,Italiano,8,16+,Não
Ficção Científica,1946,156,Woody Allen,1.7,Mandarim,14,12+,Não
Animação,1963,150,Quentin Tarantino,9.1,Mandarim,13,14+,Sim
Ação,1946,83,Francis Ford Coppola,1.4,Alemão,18,16+,Não
Thriller,1995,163,Martin Scorsese,1.6,Português,2,18+,Não
Fantasia,1923,147,Martin Scorsese,5.7,Francês,3,14+,Não
Thriller,1973,142,Christopher Nolan,3.7,Russo,2,14+,Sim
Ação,1987,109,Ridley Scott,3.7,Espanhol,6,10+,Sim
Fantasia,1993,67,Steven Spielberg,6.1,Inglês,17,Livre,Sim
Comédia,1961,166,Stanley Kubrick,6.5,Hindi,12,18+,Não
Ação,1932,67,Christopher Nolan,6.2,Japonês,16,14+,Sim
Documentário,1980,95,Quentin Tarantino,7.7,Russo,6,14+,Sim
Thriller,1976,136,Ridley Scott,7.1,Italiano,8,18+,Não
Comédia,1996,113,Christopher Nolan,9.0,Inglês,7,Livre,Sim
Fantasia,1935,124,Christopher Nolan,4.7,Hindi,5,16+,Sim
Drama,1932,165,Orson Welles,7.6,Japonês,18,18+,Não
Terror,1997,61,Orson Welles,2.3,Francês,1,Livre,Sim
Thriller,2023,63,Steven Spielberg,6.1,Russo,4,16+,Não
Romance,1964,66,Francis Ford Coppola,2.2,Italiano,17,14+,Não
Comédia,1970,89,Quentin Tarantino,3.7,Russo,3,Livre,Sim
Documentário,1971,174,Steven Spielberg,2.4,Francês,8,16+,Não
Animação,2017,91,Orson Welles,8.0,Russo,5,14+,Não
Thriller,1967,169,Orson Welles,6.5,Francês,11,18+,Não
Documentário,1961,114,Ridley Scott,5.1,Italiano,17,16+,Não
Ficção Científica,1951,164,Ridley Scott,3.4,Hindi,20,16+,Não
Terror,1952,124,Martin Scorsese,1.6,Mandarim,17,18+,Não
Terror,1969,162,Christopher Nolan,1.3,Mandarim,5,16+,Sim
Animação,1962,102,Quentin Tarantino,3.8,Alemão,13,10+,Sim
Comédia,2011,69,Stanley Kubrick,6.6,Inglês,11,14+,Não
Ficção Científica,1957,105,Steven Spielberg,6.4,Português,13,16+,Não
Terror,1946,72,Woody Allen,5.9,Português,13,14+,Não
Comédia,1971,114,Orson Welles,9.6,Hindi,17,14+,Não
Terror,1982,72,Alfred Hitchcock,3.5,Francês,6,12+,Não
Comédia,2006,133,Stanley Kubrick,5.9,Espanhol,9,10+,Sim
Thriller,1948,130,Stanley Kubrick,4.8,Italiano,7,10+,Sim
Animação,1954,180,Alfred Hitchcock,2.7,Japonês,3,10+,Sim
Animação,2022,121,Stanley Kubrick,4.6,Inglês,2,14+,Não
Thriller,1963,168,Francis Ford Coppola,9.6,Hindi,14,12+,Não
Fantasia,1956,170,Francis Ford Coppola,8.1,Hindi,19,10+,Sim
Fantasia,1972,72,Stanley Kubrick,6.1,Hindi,9,16+,Não
Drama,1985,122,Stanley Kubrick,2.0,Inglês,17,Livre,Sim
Fantasia,1921,134,Christopher Nolan,7.9,Japonês,16,18+,Sim
Terror,1938,107,Francis Ford Coppola,1.6,Alemão,18,10+,Sim
Ficção Científica,1963,98,Steven Spielberg,6.8,Russo,4,14+,Não
Ficção Científica,2021,99,Quentin Tarantino,2.6,Português,16,14+,Sim
Fantasia,1998,130,Christopher Nolan,3.5,Francês,2,18+,Sim
Ação,2011,92,Ridley Scott,1.6,Russo,20,10+,Sim
Fantasia,1998,161,Quentin Tarantino,2.5,Italiano,13,12+,Sim
Ficção Científica,2014,165,Martin Scorsese,3.2,Espanhol,8,12+,Não
Ação,1939,158,Alfred Hitchcock,2.4,Italiano,3,16+,Não
Documentário,1973,74,Orson Welles,3.3,Inglês,20,10+,Sim
Romance,1996,124,Steven Spielberg,5.7,Alemão,16,12+,Não
Fantasia,1971,60,Francis Ford Coppola,2.9,Japonês,11,12+,Não
Ação,1962,79,Alfred Hitchcock,9.0,Hindi,6,16+,Não
Ação,1930,114,Orson Welles,1.2,Japonês,16,16+,Não
Romance,1950,167,Stanley Kubrick,7.2,Mandarim,17,Livre,Sim
Drama,2000,105,Quentin Tarantino,7.9,Russo,19,12+,Sim
Romance,2008,78,Stanley Kubrick,9.1,Francês,6,12+,Não
Ação,1934,130,Ridley Scott,5.4,Mandarim,20,14+,Não
Fantasia,1938,125,Woody Allen,6.4,Italiano,8,18+,Não
Fantasia,1962,171,Steven Spielberg,2.8,Mandarim,6,Livre,Sim
Terror,1941,60,Christopher Nolan,1.7,Mandarim,15,12+,Sim
Fantasia,2017,133,Martin Scorsese,5.9,Alemão,15,14+,Não
Thriller,2003,64,Woody Allen,1.5,Mandarim,7,18+,Não
Comédia,1992,116,Orson Welles,9.7,Mandarim,11,14+,Não
Terror,1979,127,Woody Allen,2.2,Inglês,4,10+,Sim
Ação,2014,173,Steven Spielberg,7.0,Mandarim,20,16+,Não
Comédia,2016,87,Orson Welles,5.7,Russo,5,14+,Não
Ficção Científica,1991,157,Christopher Nolan,9.7,Hindi,7,18+,Sim
Animação,1929,155,Martin Scorsese,8.8,Hindi,12,14+,Não
Comédia,1953,88,Quentin Tarantino,7.2,Japonês,6,10+,Sim
Drama,1964,149,Woody Allen,9.1,Italiano,4,Livre,Sim
Thriller,1988,65,Alfred Hitchcock,9.0,Espanhol,4,18+,Não
Comédia,1921,155,Ridley Scott,9.9,Japonês,8,Livre,Sim
Animação,1978,102,Quentin Tarantino,9.2,Espanhol,5,Livre,Sim
Ação,1925,78,Ridley Scott,7.4,Português,3,10+,Sim
Comédia,1937,120,Francis Ford Coppola,4.0,Alemão,17,Livre,Sim
Ficção Científica,1942,176,Ridley Scott,9.8,Mandarim,13,16+,Sim
Fantasia,1952,65,Woody Allen,1.8,Mandarim,20,Livre,Sim
Romance,1970,163,Christopher Nolan,9.8,Alemão,12,16+,Sim
Comédia,1980,176,Stanley Kubrick,7.7,Inglês,9,Livre,Sim
Ficção Científica,2018,117,Woody Allen,1.6,Hindi,18,12+,Não
Documentário,1958,151,Alfred Hitchcock,1.0,Inglês,8,16+,Não
Romance,1988,132,Martin Scorsese,7.8,Alemão,12,14+,Não
Thriller,1966,75,Ridley Scott,9.0,Inglês,20,16+,Não
Comédia,1974,88,Francis Ford Coppola,2.0,Alemão,19,12+,Não
Drama,1963,155,Alfred Hitchcock,2.7,Japonês,14,18+,Não
Terror,2023,170,Stanley Kubrick,4.9,Inglês,16,14+,Não
Documentário,2002,101,Francis Ford Coppola,1.6,Português,20,18+,Não
Romance,1987,73,Martin Scorsese,5.2,Alemão,13,Livre,Sim
Ação,2017,72,Woody Allen,4.8,Português,10,10+,Sim
Romance,1977,155,Stanley Kubrick,6.9,Italiano,19,12+,Não
Ação,2013,158,Christopher Nolan,9.8,Inglês,8,12+,Sim
Drama,1958,150,Woody Allen,6.9,Japonês,10,16+,Não
Comédia,1974,171,Quentin Tarantino,5.4,Hindi,5,12+,Sim
Thriller,2016,106,Alfred Hitchcock,1.6,Inglês,19,16+,Não
Drama,1983,171,Stanley Kubrick,4.4,Mandarim,5,12+,Não
Terror,1932,175,Woody Allen,9.8,Russo,10,18+,Não
Thriller,1999,62,Stanley Kubrick,2.2,Mandarim,15,12+,Não
Terror,1942,93,Martin Scorsese,5.5,Russo,12,18+,Não
Romance,1986,152,Steven Spielberg,5.4,Espanhol,1,10+,Sim
Documentário,1924,111,Woody Allen,4.9,Hindi,15,16+,Não
Ação,1950,102,Alfred Hitchcock,4.2,Japonês,5,10+,Sim
Fantasia,1998,128,Steven Spielberg,8.2,Inglês,7,12+,Não
Documentário,1934,143,Orson Welles,8.5,Russo,20,Livre,Sim
Terror,1955,121,Ridley Scott,1.2,Espanhol,1,16+,Não
Comédia,1981,132,Martin Scorsese,5.4,Japonês,8,14+,Não
Animação,1972,86,Quentin Tarantino,5.7,Alemão,11,Livre,Sim
Drama,1955,73,Martin Scorsese,8.7,Português,16,14+,Não
Fantasia,1963,70,Alfred Hitchcock,5.0,Mandarim,17,16+,Não
Drama,1958,140,Martin Scorsese,5.3,Italiano,19,16+,Não
Fantasia,2003,145,Orson Welles,1.0,Japonês,20,14+,Não
Ficção Científica,1944,119,Martin Scorsese,1.8,Hindi,17,14+,Não
Ação,1972,67,Steven Spielberg,4.3,Russo,5,18+,Não
Comédia,2006,68,Ridley Scott,8.3,Russo,5,12+,Não
Ação,1960,109,Woody Allen,7.2,Francês,17,16+,Não
Documentário,1950,142,Woody Allen,9.3,Espanhol,2,12+,Não
Fantasia,1968,105,Ridley Scott,4.3,Hindi,10,12+,Não
Romance,2017,85,Quentin Tarantino,9.0,Alemão,4,18+,Sim
Ação,1942,167,Martin Scorsese,7.8,Espanhol,7,18+,Não
Romance,1946,128,Alfred Hitchcock,3.6,Espanhol,13,16+,Não
Documentário,1946,167,Francis Ford Coppola,2.8,Japonês,3,Livre,Sim
Ação,2007,157,Martin Scorsese,3.3,Russo,18,Livre,Sim
Thriller,1930,155,Quentin Tarantino,6.2,Italiano,18,10+,Sim
Drama,1951,127,Quentin Tarantino,7.9,Russo,19,16+,Sim
Ação,1988,180,Quentin Tarantino,6.6,Mandarim,17,12+,Sim
Animação,2017,157,Orson Welles,2.2,Inglês,20,10+,Sim
Ação,1945,79,Steven Spielberg,6.3,Francês,1,18+,Não
Romance,1983,155,Christopher Nolan,4.2,Inglês,12,18+,Sim
Ficção Científica,1957,159,Stanley Kubrick,4.9,Inglês,18,10+,Sim
Romance,1926,88,Francis Ford Coppola,3.5,Italiano,18,Livre,Sim
Romance,1958,112,Martin Scorsese,8.4,Hindi,9,Livre,Sim
Drama,1938,157,Francis Ford Coppola,6.2,Inglês,7,16+,Não
Thriller,2003,93,Ridley Scott,3.4,Alemão,17,10+,Sim
Documentário,1928,166,Steven Spielberg,3.6,Russo,1,16+,Não
Thriller,1983,68,Quentin Tarantino,6.4,Russo,2,Livre,Sim
Ação,1971,117,Alfred Hitchcock,3.1,Japonês,8,18+,Não
Romance,1929,137,Orson Welles,4.4,Japonês,20,Livre,Sim
Animação,1964,159,Woody Allen,7.6,Hindi,14,Livre,Sim
Drama,1989,124,Christopher Nolan,6.8,Espanhol,13,18+,Sim
Thriller,1922,168,Woody Allen,2.1,Hindi,20,10+,Sim
Documentário,1990,130,Alfred Hitchcock,7.8,Mandarim,6,14+,Não
Documentário,1982,60,Stanley Kubrick,8.2,Alemão,13,12+,Não
Romance,1989,173,Stanley Kubrick,1.3,Alemão,17,18+,Não
Animação,1962,137,Stanley Kubrick,1.0,Português,11,14+,Não
Romance,1949,150,Stanley Kubrick,2.3,Italiano,20,16+,Não
Comédia,1991,103,Stanley Kubrick,1.5,Mandarim,17,14+,Não
Terror,2014,82,Francis Ford Coppola,9.8,Alemão,5,14+,Não
Ação,1997,82,Quentin Tarantino,3.1,Francês,12,14+,Sim
Terror,2000,87,Quentin Tarantino,5.5,Russo,12,16+,Sim
Ação,1997,72,Steven Spielberg,6.5,Mandarim,2,12+,Não
Romance,1940,177,Francis Ford Coppola,5.9,Mandarim,20,Livre,Sim
Fantasia,1992,123,Steven Spielberg,4.5,Italiano,20,12+,Não
