renda_mensal,idade,pontuacao_credito,valor_emprestimo,duracao_emprestimo,outras_dividas,emprestimo_ativo,emprestimo_aprovado
1856,35,515,787,39.0,sim,não,sim
4192,39,372,37506,32.0,sim,sim,sim
14604,36,755,16907,12.0,não,sim,sim
14169,33,788,8499,39.0,sim,sim,sim
17655,36,319,22071,11.0,não,sim,sim
16077,48,437,16001,14.0,não,não,sim
14807,54,433,43351,,sim,sim,sim
7240,32,546,18844,14.0,não,não,sim
7617,65,499,35476,50.0,não,sim,sim
11103,45,889,43805,41.0,sim,sim,sim
17111,43,451,8043,11.0,não,sim,sim
4194,55,313,17937,60.0,não,sim,sim
7934,44,843,40352,,sim,sim,não
14522,27,520,30827,26.0,não,sim,sim
19823,44,514,30752,36.0,não,sim,sim
6093,42,651,14858,33.0,não,não,sim
4131,66,412,22590,50.0,não,sim,sim
4941,63,328,1364,,não,sim,sim
10374,20,840,29561,,sim,sim,não
10402,30,454,43399,22.0,sim,sim,sim
8604,36,497,49667,38.0,não,sim,sim
19383,48,720,47921,47.0,não,não,sim
10807,21,824,41246,50.0,não,não,sim
2035,69,488,8239,6.0,sim,sim,não
13317,52,635,27312,33.0,não,sim,sim
5407,57,583,9753,49.0,não,sim,sim
8772,23,840,5012,17.0,não,sim,não
10080,38,720,13026,35.0,não,não,sim
11092,44,790,18944,24.0,sim,não,sim
9328,70,734,16924,32.0,sim,sim,sim
11915,46,430,28944,46.0,não,não,sim
3424,61,555,44350,13.0,não,não,não
14477,59,381,11848,32.0,não,não,sim
2168,23,418,26267,51.0,sim,sim,não
13379,55,865,32812,,não,sim,sim
11841,38,394,19698,23.0,sim,não,sim
12383,32,456,30408,56.0,sim,não,sim
17760,64,595,25564,56.0,sim,não,sim
13795,46,688,48061,40.0,sim,sim,sim
1184,48,861,40272,18.0,sim,não,sim
16653,44,544,19591,55.0,sim,não,sim
18543,21,487,17907,24.0,sim,não,não
8818,50,781,15801,9.0,sim,sim,sim
4971,42,380,31173,20.0,não,sim,sim
6217,68,715,39189,53.0,sim,sim,sim
13749,60,537,41276,16.0,não,não,sim
2250,35,431,11752,49.0,não,não,sim
1100,52,712,13057,56.0,sim,não,sim
19487,33,648,40760,33.0,não,não,sim
9423,41,352,1727,43.0,não,sim,sim
9057,43,682,21805,55.0,sim,sim,sim
1315,57,300,13274,27.0,não,sim,sim
6773,41,377,33351,26.0,sim,não,sim
5852,41,417,44710,11.0,sim,não,não
8572,58,873,37138,46.0,não,sim,sim
7799,39,460,33376,54.0,não,sim,sim
13491,65,735,5477,49.0,não,sim,sim
11860,66,686,41676,22.0,não,não,sim
5030,66,559,23332,,não,não,sim
8231,18,324,42521,18.0,sim,não,não
14635,33,422,22050,29.0,sim,sim,sim
14574,34,338,11939,34.0,não,sim,sim
12543,47,790,17633,51.0,não,não,sim
10619,56,595,47544,25.0,sim,não,sim
16842,70,719,49302,24.0,não,sim,sim
14325,54,792,30824,8.0,sim,sim,sim
5756,19,633,23842,32.0,sim,não,não
4556,57,810,38479,27.0,sim,sim,sim
2810,56,618,42271,53.0,sim,sim,sim
3157,19,390,49832,29.0,sim,sim,não
11785,26,527,15309,43.0,sim,sim,sim
7153,34,733,35027,23.0,sim,sim,sim
11279,40,793,14789,33.0,sim,sim,sim
4625,44,577,14670,15.0,sim,não,sim
4863,39,343,26701,36.0,sim,sim,sim
10006,26,504,20394,49.0,não,sim,sim
14187,62,555,48207,6.0,sim,sim,não
12346,38,898,10056,23.0,sim,sim,sim
12968,34,686,35362,39.0,não,não,sim
12775,36,312,32358,55.0,sim,sim,sim
18092,54,757,25227,41.0,não,sim,sim
2760,52,582,29975,28.0,não,não,sim
16716,49,532,27539,24.0,sim,sim,sim
12086,58,593,5657,40.0,não,não,sim
5151,60,883,33212,47.0,não,sim,sim
2155,64,626,42515,55.0,não,não,sim
11505,42,636,41615,8.0,sim,não,sim
9396,61,873,6620,59.0,não,não,sim
17797,23,726,883,17.0,sim,sim,não
12251,23,667,845,31.0,não,não,sim
8791,42,531,34521,47.0,sim,não,sim
16213,20,395,29476,19.0,não,sim,não
14208,27,810,23311,9.0,sim,sim,sim
19890,24,671,22757,10.0,sim,não,não
1628,33,562,24385,56.0,não,não,sim
6374,56,384,25799,42.0,sim,não,sim
3287,48,437,43178,7.0,sim,não,não
12019,31,377,23946,28.0,sim,não,sim
8034,50,675,6100,55.0,sim,sim,sim
2205,44,699,12463,17.0,não,sim,sim
17514,63,430,32243,57.0,não,sim,sim
6937,46,867,31575,20.0,sim,não,sim
19896,33,389,3484,20.0,sim,não,sim
5830,22,859,46299,9.0,sim,sim,não
2853,54,839,12891,6.0,não,não,sim
3200,63,816,44383,6.0,sim,sim,não
19341,64,475,44923,29.0,não,não,sim
15111,70,433,27777,,não,não,sim
5429,19,813,25065,26.0,não,não,sim
17033,68,628,24122,16.0,não,não,sim
11265,22,770,3042,41.0,não,não,sim
18339,36,763,13238,60.0,sim,sim,sim
17829,61,344,2145,16.0,não,não,sim
16152,18,514,1239,30.0,não,sim,não
18043,66,467,42580,18.0,sim,sim,sim
16538,51,308,35461,23.0,sim,não,sim
19004,55,390,40505,47.0,sim,não,sim
11865,56,335,46937,,não,sim,sim
7908,51,599,16024,36.0,sim,não,sim
11531,35,870,15080,38.0,não,não,sim
18055,58,419,7081,15.0,não,sim,sim
2711,54,303,31047,36.0,não,sim,sim
9770,25,695,23975,23.0,não,sim,não
5565,38,435,21090,56.0,sim,sim,sim
19649,47,823,49650,28.0,sim,sim,sim
12480,35,497,49118,24.0,não,sim,sim
10335,41,764,4963,24.0,não,não,sim
13480,30,842,1227,25.0,não,não,sim
6877,68,805,45851,9.0,não,sim,não
14236,57,394,20316,50.0,sim,não,sim
5357,50,702,29889,37.0,sim,sim,sim
4842,41,528,15746,52.0,não,não,sim
19800,40,638,9629,7.0,não,sim,sim
8591,29,664,30509,59.0,não,sim,sim
8001,65,434,30814,49.0,não,sim,sim
12483,52,517,17176,28.0,sim,sim,sim
4314,61,742,9381,,sim,não,sim
4288,53,407,41604,18.0,não,não,não
11205,25,595,43915,6.0,sim,sim,não
17553,21,362,36440,57.0,não,sim,não
19992,56,468,24899,32.0,sim,sim,sim
17646,27,317,28497,42.0,sim,sim,sim
5757,42,849,26034,48.0,sim,sim,sim
2067,48,494,39351,51.0,não,sim,sim
18028,27,780,36512,21.0,sim,não,sim
4477,45,633,37696,,não,sim,sim
15161,23,900,15039,36.0,sim,sim,não
12507,44,885,28055,,não,sim,sim
4384,22,303,29751,,sim,sim,não
14624,61,371,38337,24.0,sim,sim,sim
19275,67,810,45060,38.0,sim,sim,sim
1240,38,874,32724,13.0,sim,sim,não
15855,63,783,47426,54.0,sim,não,sim
3689,26,362,49721,20.0,não,não,não
16181,28,544,48583,14.0,sim,sim,sim
5199,30,468,15025,18.0,sim,não,sim
8834,62,760,5948,14.0,não,sim,sim
1402,37,400,34885,38.0,não,não,não
9191,43,395,34955,12.0,não,sim,sim
13109,34,408,22717,56.0,não,não,sim
2327,19,705,36533,38.0,não,não,sim
4777,50,341,17026,,não,sim,sim
12762,57,584,44637,22.0,sim,não,sim
6626,28,879,34615,47.0,não,sim,sim
1038,31,341,27024,39.0,sim,não,não
3440,21,722,7185,19.0,sim,não,não
17047,40,799,40311,38.0,sim,não,sim
3667,49,861,16076,56.0,sim,sim,sim
17961,45,599,20281,20.0,não,sim,sim
2406,39,359,1586,32.0,sim,não,sim
8547,64,839,38228,23.0,sim,sim,sim
6749,42,900,3745,12.0,sim,sim,sim
6262,30,423,12054,21.0,não,não,sim
15981,24,781,11917,45.0,não,não,sim
8585,48,754,45711,51.0,não,sim,sim
8744,57,579,2477,59.0,não,não,sim
8961,26,707,11894,12.0,não,não,sim
15259,41,773,48358,48.0,não,sim,sim
15628,67,722,21325,12.0,sim,sim,sim
14754,58,817,35604,24.0,sim,não,sim
18409,27,522,1879,,não,sim,sim
3041,42,555,25964,36.0,sim,sim,sim
7761,33,495,9073,38.0,sim,não,sim
13170,46,327,11273,21.0,sim,não,sim
7314,45,351,2837,30.0,não,não,sim
19446,36,704,29248,17.0,sim,não,sim
5504,24,564,41889,16.0,sim,sim,não
7018,66,768,25762,33.0,sim,sim,sim
6347,55,307,47408,37.0,não,sim,sim
8585,69,417,9919,59.0,sim,sim,sim
5764,41,699,21122,39.0,não,sim,sim
4628,45,722,46555,42.0,sim,não,sim
1887,53,302,32474,19.0,sim,não,não
5156,32,593,47931,39.0,não,não,sim
2562,30,784,27925,16.0,sim,sim,não
11307,62,489,16544,,sim,sim,sim
13582,53,674,10938,55.0,não,sim,sim
9201,37,363,35129,21.0,sim,sim,sim
12787,66,407,30335,47.0,sim,sim,sim
7356,45,883,30451,27.0,não,sim,sim
6503,39,774,10902,54.0,não,não,sim
1846,46,532,7345,51.0,sim,sim,sim
11000,18,841,19258,27.0,não,não,sim
14343,25,645,27650,59.0,não,não,sim
1672,68,343,48731,23.0,não,não,não
16713,51,440,49502,31.0,não,sim,sim
5742,59,388,16342,7.0,sim,não,não
11158,45,382,18195,49.0,não,não,sim
16447,22,349,24189,43.0,não,não,sim
6622,62,684,10669,12.0,sim,sim,sim
16557,31,766,3181,33.0,sim,não,sim
13253,50,484,30655,11.0,não,não,sim
17642,45,702,7045,46.0,sim,sim,sim
16903,19,433,44358,50.0,sim,não,não
14310,45,762,1159,47.0,não,sim,sim
7438,65,469,34216,52.0,não,não,sim
6305,56,651,7509,,não,sim,sim
14372,68,608,41334,10.0,sim,sim,sim
6228,43,323,6313,13.0,não,sim,sim
13804,45,863,9870,23.0,sim,sim,sim
17581,46,832,27129,38.0,sim,sim,sim
7311,58,437,3637,59.0,sim,não,sim
2290,20,745,20884,34.0,sim,sim,não
7785,51,744,31534,,sim,sim,sim
10758,21,441,30471,41.0,sim,sim,não
13724,23,485,13308,46.0,não,sim,não
18628,18,775,27008,28.0,sim,não,não
5079,53,671,13365,6.0,não,sim,sim
1267,62,311,24648,50.0,não,não,sim
18565,58,309,13096,9.0,sim,não,sim
15381,21,713,10155,57.0,sim,sim,não
5599,41,687,14681,35.0,não,não,sim
13051,42,782,9723,19.0,sim,não,sim
10189,68,337,40549,12.0,não,não,sim
5853,49,327,23782,54.0,sim,não,sim
14962,57,636,46830,,sim,sim,não
18815,61,735,12056,29.0,sim,não,sim
4383,28,651,19807,60.0,sim,não,sim
6187,40,737,26250,24.0,sim,não,sim
19946,36,703,32955,14.0,não,sim,sim
16276,24,695,43006,54.0,não,não,sim
10682,20,738,48626,41.0,não,sim,não
2253,52,513,38133,51.0,sim,sim,sim
7565,36,482,9836,19.0,sim,sim,sim
7162,53,691,47606,18.0,sim,sim,não
18861,25,483,13418,44.0,sim,sim,não
18047,54,596,32219,57.0,sim,sim,sim
14404,56,873,46986,17.0,não,não,sim
7056,70,544,26912,27.0,não,sim,sim
19549,36,498,40997,,sim,sim,sim
12417,70,591,30328,,não,sim,sim
19761,24,713,17111,12.0,sim,não,não
12595,53,364,24756,30.0,não,sim,sim
18937,24,366,21150,48.0,sim,sim,não
3112,60,538,29590,,não,sim,sim
6819,37,384,45951,19.0,sim,não,não
9657,25,836,44913,6.0,não,sim,não
6836,38,462,13653,47.0,não,não,sim
8700,41,895,15827,52.0,sim,não,sim
14463,18,594,35691,10.0,não,não,sim
13034,40,712,21103,46.0,sim,sim,sim
4753,67,350,21035,,sim,sim,sim
14656,28,875,14779,52.0,não,sim,sim
14839,30,706,26870,42.0,não,não,sim
8891,36,383,2951,35.0,não,sim,sim
1325,66,544,48462,31.0,não,não,não
8804,61,384,42963,14.0,não,sim,sim
2239,34,717,34952,48.0,sim,não,sim
16253,36,835,1614,55.0,não,sim,sim
1200,46,728,29361,56.0,não,não,sim
14998,49,431,14661,9.0,sim,sim,sim
9809,56,327,17650,23.0,sim,não,sim
11291,19,348,4001,7.0,não,não,sim
12266,52,681,15140,8.0,não,sim,sim
18812,66,763,10582,24.0,sim,não,sim
4454,49,507,44979,11.0,não,sim,não
11963,34,508,39212,57.0,sim,não,sim
6304,54,307,19671,53.0,sim,não,sim
17111,32,703,38168,,não,sim,sim
14269,45,488,16899,43.0,não,sim,sim
6832,24,304,47297,8.0,sim,sim,não
5786,20,321,14234,33.0,não,não,sim
16603,46,655,3603,8.0,não,não,sim
11044,51,553,36585,26.0,sim,sim,sim
9900,68,372,45426,8.0,não,sim,não
11246,61,737,34459,25.0,não,sim,sim
1350,49,522,5090,60.0,sim,sim,sim
9323,31,368,27440,43.0,sim,não,sim
6396,35,659,23848,52.0,sim,sim,sim
12261,33,643,6554,53.0,não,sim,sim
1404,49,454,41137,25.0,sim,sim,não
4520,29,740,28428,24.0,sim,não,sim
1445,64,369,43266,9.0,sim,sim,não
12762,64,878,3823,34.0,não,sim,sim
6400,39,812,14672,52.0,não,sim,sim
6619,62,459,17245,52.0,não,não,sim
14489,66,786,32811,12.0,sim,sim,sim
12390,68,520,35882,,sim,não,sim
14235,47,471,25530,45.0,sim,não,sim
1286,63,568,15912,36.0,não,não,sim
2076,35,764,39592,,não,sim,não
1150,33,342,1954,,sim,sim,sim
10569,69,772,41334,47.0,sim,sim,sim
10735,34,423,25154,,sim,não,sim
3921,52,516,31309,40.0,não,não,sim
14087,53,308,35084,34.0,não,sim,sim
13720,70,713,40516,21.0,sim,não,sim
4415,53,840,9320,15.0,não,sim,sim
2676,36,468,13121,,não,não,sim
7857,19,698,37948,33.0,não,sim,não
9230,35,855,43362,,não,não,sim
13288,60,602,11774,27.0,sim,sim,sim
12547,45,764,42600,32.0,sim,sim,sim
17759,22,870,11832,42.0,não,sim,não
6034,51,677,41585,7.0,não,sim,não
13721,25,500,16965,57.0,não,não,sim
13573,55,491,24534,38.0,sim,não,sim
7904,58,602,33940,24.0,sim,sim,sim
6707,49,561,10602,49.0,não,não,sim
19884,36,653,4252,9.0,sim,não,sim
4206,51,670,40844,57.0,sim,não,sim
19144,28,449,34706,11.0,não,sim,sim
18477,35,500,49032,29.0,não,não,sim
19486,18,595,16080,,não,não,sim
17035,41,341,11727,24.0,não,sim,sim
3265,34,417,10437,17.0,sim,sim,sim
6268,59,544,34304,50.0,não,não,sim
12267,60,774,25345,47.0,sim,sim,sim
1202,27,611,18457,33.0,sim,sim,não
17353,35,751,18785,41.0,não,sim,sim
7218,23,516,8348,16.0,não,não,sim
7729,57,492,3283,58.0,sim,sim,sim
15026,34,465,15521,20.0,sim,não,sim
9038,46,697,5250,57.0,não,não,sim
18245,21,595,19676,35.0,não,sim,não
16813,57,683,40390,57.0,não,não,sim
12903,23,326,2541,56.0,não,sim,não
3364,28,456,19961,55.0,sim,não,sim
10490,66,392,13443,39.0,sim,sim,sim
11901,60,622,9361,16.0,não,não,sim
3284,34,738,30677,18.0,não,não,sim
17738,44,668,37460,52.0,sim,não,sim
4169,54,844,4891,47.0,sim,sim,sim
2499,64,825,18731,17.0,não,não,sim
12127,51,770,13113,20.0,não,não,sim
3969,49,729,43489,21.0,sim,sim,não
11794,52,300,39776,21.0,sim,não,sim
17393,54,588,45321,45.0,sim,não,sim
19481,67,635,2514,56.0,não,sim,sim
1190,25,860,29939,10.0,sim,sim,não
4683,24,489,22438,,não,não,sim
5688,18,346,31622,25.0,sim,sim,não
18730,48,519,1508,32.0,sim,não,sim
6489,47,382,3568,49.0,não,não,sim
17629,61,885,36902,56.0,não,não,sim
8016,18,359,37865,29.0,não,não,sim
19829,65,660,7977,55.0,não,sim,sim
5792,49,787,3238,14.0,sim,não,sim
15126,19,697,815,56.0,não,não,sim
3969,31,356,43152,33.0,sim,sim,sim
11076,26,317,44024,55.0,sim,sim,sim
1491,48,481,27999,40.0,sim,sim,não
12317,53,440,19283,12.0,sim,sim,sim
14859,70,830,7701,47.0,não,não,sim
16746,66,878,13976,28.0,sim,sim,sim
7132,25,476,9802,57.0,não,sim,não
14105,51,554,37304,15.0,não,não,sim
15491,70,797,34783,16.0,sim,sim,sim
15514,32,326,44584,,sim,sim,sim
1001,31,435,3050,46.0,sim,sim,sim
16518,67,329,32664,30.0,não,não,sim
8865,63,887,7882,13.0,não,sim,sim
1752,35,725,37434,9.0,sim,não,sim
12670,55,407,48674,16.0,sim,não,sim
5407,48,482,30111,37.0,sim,não,sim
2775,48,517,19554,41.0,sim,não,sim
8184,24,392,19934,,não,não,sim
12927,66,741,30055,45.0,não,sim,sim
9240,68,496,41003,,não,não,sim
5860,50,782,28050,41.0,sim,sim,sim
19009,42,430,49778,44.0,não,não,sim
8043,61,443,20438,7.0,sim,sim,não
11206,24,570,25665,24.0,sim,não,não
15632,29,518,38397,57.0,não,sim,sim
18546,27,721,41465,29.0,sim,sim,sim
7437,21,346,5511,52.0,não,sim,não
2296,37,864,1272,54.0,sim,não,sim
5372,55,703,43216,42.0,não,sim,sim
5275,59,740,38662,40.0,sim,sim,sim
7344,62,315,10953,53.0,não,não,sim
4803,56,339,23846,12.0,sim,não,não
8400,31,852,38059,39.0,não,sim,sim
1431,22,373,21344,16.0,não,não,não
15042,49,811,5820,16.0,não,não,sim
10825,41,674,13064,,sim,sim,sim
6550,62,651,39444,55.0,não,sim,sim
17569,52,477,16372,24.0,não,sim,sim
19128,48,592,27667,16.0,não,sim,sim
15787,49,869,35564,47.0,não,sim,sim
5391,28,526,5350,,sim,sim,sim
16443,51,504,45705,37.0,sim,sim,sim
2203,67,807,44485,18.0,sim,não,sim
18025,43,842,33123,47.0,sim,não,sim
14986,43,576,22343,20.0,sim,não,sim
3487,43,688,46786,18.0,não,não,sim
18226,20,481,16403,24.0,não,não,sim
10248,37,321,10983,8.0,não,não,sim
1973,25,773,43227,,sim,sim,não
1143,36,519,36721,44.0,sim,sim,não
5000,70,616,20005,51.0,não,não,sim
17906,66,841,9531,38.0,não,sim,sim
1593,51,616,5695,52.0,não,sim,sim
9187,51,892,33477,34.0,sim,não,sim
17588,51,508,22189,,não,não,sim
17185,53,644,7076,43.0,não,não,sim
13218,40,522,41257,13.0,sim,sim,sim
7459,70,689,40265,45.0,não,não,sim
11165,53,886,46546,14.0,não,sim,sim
2938,57,434,19657,37.0,não,não,sim
11717,32,756,38165,44.0,não,não,sim
1041,57,763,42910,22.0,não,não,sim
13296,24,851,44163,9.0,não,sim,não
1254,52,370,38183,43.0,sim,não,não
3756,69,455,44107,8.0,sim,sim,não
17976,43,842,34802,22.0,não,sim,sim
4858,69,714,19128,9.0,não,sim,sim
10464,48,370,16345,,não,sim,sim
16408,58,813,19399,46.0,não,não,sim
5825,59,352,45158,39.0,não,sim,sim
2513,60,305,27853,31.0,não,sim,sim
9651,61,376,36503,12.0,sim,sim,sim
3176,51,434,34728,7.0,sim,sim,não
3968,51,613,21077,24.0,não,não,sim
10332,57,528,33231,19.0,sim,sim,sim
18451,60,646,32917,24.0,sim,sim,sim
3352,26,749,22617,55.0,não,sim,sim
17558,63,850,8004,21.0,sim,sim,sim
14387,51,496,11078,35.0,sim,sim,sim
10960,57,811,3424,,não,sim,sim
4071,29,334,46294,32.0,sim,sim,não
3032,37,740,24964,57.0,não,sim,sim
5427,30,697,1224,28.0,sim,não,sim
17570,57,820,48618,35.0,não,não,sim
12402,50,898,43233,,não,sim,sim
16126,21,714,36652,22.0,sim,não,não
8633,51,418,1184,22.0,sim,não,sim
7687,18,600,46516,18.0,não,não,sim
10387,59,736,38699,53.0,sim,não,sim
17530,41,451,25933,43.0,não,sim,sim
5418,20,773,38215,12.0,não,sim,não
17168,46,312,14841,6.0,sim,sim,sim
8098,59,580,47943,16.0,não,sim,sim
11541,21,579,2060,19.0,não,sim,não
1073,34,516,22997,49.0,não,não,sim
6524,23,715,39293,13.0,sim,sim,não
14226,68,688,31855,28.0,não,sim,sim
14125,37,773,19145,60.0,sim,não,sim
9271,29,555,11276,18.0,sim,não,sim
17775,32,504,39440,47.0,sim,não,sim
8490,24,620,32351,59.0,não,sim,não
19959,40,871,31097,44.0,não,não,sim
16711,28,669,5645,18.0,sim,não,sim
10500,49,605,23438,27.0,sim,sim,sim
2228,21,558,10759,,sim,sim,não
18295,26,679,8999,39.0,não,não,sim
2548,45,493,13373,,sim,sim,não
14264,61,640,23740,,não,não,sim
17347,63,424,17822,6.0,não,não,sim
1029,54,392,32325,23.0,não,sim,não
19696,34,493,49317,11.0,não,sim,sim
15684,26,713,1944,,não,não,sim
7476,52,656,49316,41.0,sim,sim,sim
12484,47,319,4385,60.0,não,não,sim
14628,69,831,47271,43.0,não,sim,sim
18199,25,432,24974,,não,não,sim
5757,36,825,43014,43.0,não,sim,sim
2971,52,443,47300,30.0,sim,sim,não
9793,19,455,13137,36.0,não,sim,não
16731,59,748,14985,26.0,sim,não,sim
1405,54,867,11015,8.0,não,não,sim
3833,60,706,30027,25.0,não,não,sim
14296,37,649,1345,21.0,não,sim,sim
3975,21,355,30110,10.0,sim,sim,não
12642,24,773,3246,60.0,não,não,sim
4514,49,414,20508,33.0,sim,sim,sim
19220,41,664,21892,28.0,sim,sim,sim
19464,64,870,32174,43.0,sim,sim,sim
9829,67,423,32036,26.0,sim,sim,sim
7300,37,439,23477,20.0,não,não,sim
17885,39,758,13278,36.0,não,sim,sim
1284,68,468,34746,,não,não,não
18525,54,684,39029,6.0,não,sim,sim
4559,37,840,20993,37.0,não,não,sim
7782,43,547,37461,56.0,não,sim,sim
13819,39,315,45933,42.0,sim,sim,sim
7383,53,731,4906,8.0,sim,sim,sim
12018,69,515,37261,31.0,sim,não,sim
1566,22,544,23117,18.0,não,sim,não
18144,39,340,46389,18.0,não,não,sim
11942,23,729,41758,55.0,não,não,sim
16233,60,375,26609,23.0,sim,não,sim
19452,42,737,43698,50.0,sim,sim,sim
4176,36,344,540,13.0,sim,não,sim
10908,57,829,48419,11.0,sim,sim,não
19651,57,716,14556,48.0,sim,não,sim
12691,59,566,44455,40.0,sim,não,sim
1832,28,490,2421,7.0,não,sim,sim
9474,34,755,32171,34.0,não,não,sim
7814,36,706,33430,,não,não,sim
4291,52,420,20679,38.0,sim,sim,sim
12956,37,460,31921,50.0,sim,não,sim
16294,63,449,47895,10.0,sim,não,sim
13736,37,501,42167,25.0,não,não,sim
18763,29,591,13979,10.0,sim,sim,sim
12635,25,651,3310,,sim,não,não
16981,58,507,42910,57.0,não,não,sim
9767,48,737,36189,56.0,não,sim,sim
15272,31,456,45498,11.0,sim,sim,sim
13030,31,896,44730,52.0,não,sim,sim
9814,62,439,42071,20.0,sim,sim,sim
2421,33,604,22954,49.0,não,sim,sim
3358,63,775,11203,18.0,sim,sim,sim
14244,48,526,40263,,sim,sim,sim
4637,37,396,14984,49.0,sim,não,sim
18247,21,550,46857,,sim,não,não
15135,54,331,8852,38.0,não,não,sim
17711,48,595,38412,28.0,sim,sim,sim
13438,57,851,30234,12.0,não,sim,sim
9852,70,837,25679,40.0,sim,não,sim
16169,35,630,22056,36.0,sim,sim,sim
18689,55,367,47161,25.0,não,não,sim
17118,43,842,17290,21.0,não,sim,sim
12636,61,502,19822,6.0,sim,sim,sim
1626,65,637,45065,38.0,não,sim,não
7959,48,838,37976,53.0,não,não,sim
4892,22,868,22849,45.0,sim,não,não
8058,56,410,14814,10.0,sim,sim,sim
2892,49,775,6621,35.0,não,não,sim
2036,48,496,28923,8.0,sim,não,não
5965,65,802,46250,25.0,não,não,sim
11130,22,583,18826,27.0,não,sim,não
16756,68,656,2308,24.0,não,não,sim
12717,48,827,20028,12.0,não,não,sim
11079,43,631,8561,16.0,sim,sim,sim
19187,39,767,19291,,sim,sim,sim
1193,51,318,10100,11.0,não,sim,não
5937,48,303,37516,8.0,sim,sim,não
5913,52,763,29452,31.0,não,não,sim
12845,23,601,36191,29.0,não,sim,não
14435,24,891,32181,40.0,não,não,sim
11419,19,339,19341,,sim,não,não
10123,60,690,49431,24.0,não,sim,sim
7596,70,803,20394,,não,não,sim
6900,66,792,45234,56.0,não,não,sim
19541,42,834,37464,38.0,não,sim,sim
12210,57,377,3269,58.0,não,não,sim
19251,28,798,34835,26.0,sim,sim,sim
6180,69,550,36927,35.0,sim,sim,sim
11078,37,632,4061,55.0,sim,sim,sim
4594,68,326,8896,43.0,sim,sim,sim
7528,31,750,25914,26.0,não,sim,sim
5109,51,408,30319,28.0,sim,não,sim
7962,66,440,2353,21.0,sim,sim,sim
5996,65,495,43113,53.0,sim,sim,sim
1958,20,747,45895,19.0,sim,não,não
17428,29,856,26928,15.0,sim,não,sim
10612,44,760,39114,,não,sim,sim
5141,18,877,39949,41.0,não,sim,não
5375,32,757,19622,57.0,sim,sim,sim
13891,51,404,44240,16.0,não,não,sim
9971,60,459,46345,41.0,sim,não,sim
16798,32,381,28523,39.0,sim,não,sim
6325,27,360,18770,57.0,não,sim,sim
8945,64,499,44716,33.0,não,sim,sim
17588,52,307,36967,52.0,sim,não,sim
19557,32,743,37986,23.0,sim,sim,sim
9377,32,837,49714,46.0,sim,sim,sim
6047,70,462,28063,46.0,não,não,sim
12478,42,471,33896,29.0,não,sim,sim
9111,66,426,39412,14.0,sim,não,sim
14007,66,628,49688,32.0,não,não,sim
8314,39,717,49554,18.0,sim,não,sim
1954,28,337,33469,49.0,não,sim,sim
18739,31,406,7854,,sim,sim,sim
15047,24,468,40274,55.0,sim,não,não
10064,29,435,27975,42.0,não,sim,sim
4622,48,868,17763,35.0,não,sim,sim
13223,64,445,12370,57.0,sim,sim,sim
12583,27,793,43728,,sim,sim,sim
11568,28,860,35107,17.0,sim,não,sim
18925,47,307,10200,25.0,sim,não,sim
10482,58,556,28937,26.0,sim,sim,sim
11715,49,743,16217,38.0,sim,não,sim
15091,25,841,39008,58.0,sim,não,não
9557,35,457,45945,23.0,não,não,sim
19583,25,507,4591,46.0,sim,não,não
5012,31,645,21493,21.0,não,sim,sim
4515,47,897,7520,8.0,sim,sim,sim
15363,40,491,35960,6.0,não,não,sim
18867,45,793,2013,14.0,não,não,sim
14628,24,522,32834,25.0,não,sim,não
