marca,ano,quilometragem,combustivel,transmissao,tipo_carro,cor,valor
BMW,2008,134276,elétrico,automático,pickup,,165007
Audi,2000,112053,diesel,automático,hatchback,,19563
Mercedes,2013,12553,gasolina,manual,hatchback,cinza,187213
BMW,2011,73792,diesel,automático,sedan,,165346
Hyundai,2014,22809,diesel,manual,conversível,,117034
Nissan,2016,19181,gasolina,manual,sedan,,98573
Ford,2013,99764,diesel,automático,sedan,cinza,21165
Mercedes,2019,245801,diesel,automático,pickup,,121939
Audi,2023,27491,híbrido,manual,sedan,,253756
Hyundai,2007,52888,híbrido,automático,pickup,cinza,88978
Toyota,2015,129911,gasolina,automático,hatchback,prata,7062
Audi,2011,154537,híbrido,manual,hatchback,,73824
Honda,2012,154257,elétrico,automático,hatchback,,32020
Toyota,2016,85988,gasolina,manual,SUV,,65808
Chevrolet,2006,12236,elétrico,manual,pickup,,89435
Honda,2017,57385,elétrico,automático,sedan,,141830
Hyundai,2000,6326,diesel,manual,SUV,,44572
Chevrolet,2016,66804,híbrido,manual,sedan,,79237
Hyundai,2008,18539,diesel,manual,sedan,,64023
BMW,2006,148799,diesel,manual,conversível,preto,77841
Nissan,2006,94999,híbrido,automático,sedan,,24501
Nissan,2003,64478,elétrico,manual,hatchback,branco,24865
BMW,2019,138310,diesel,manual,sedan,,162183
Mercedes,2019,93986,híbrido,automático,pickup,,249210
BMW,2012,194665,híbrido,manual,conversível,,108734
Audi,2020,243300,diesel,automático,SUV,,102690
Toyota,2001,2049,elétrico,manual,pickup,,68566
Volkswagen,2015,231266,elétrico,automático,SUV,,34114
BMW,2005,95445,diesel,manual,pickup,,115188
Nissan,2006,26354,gasolina,automático,conversível,cinza,51552
BMW,2019,43062,híbrido,automático,hatchback,cinza,256857
Toyota,2016,63978,gasolina,automático,conversível,vermelho,81215
BMW,2014,247155,gasolina,automático,pickup,cinza,71992
Volkswagen,2019,7839,elétrico,manual,pickup,,197513
Ford,2018,68798,híbrido,manual,sedan,verde,84841
Audi,2003,21015,elétrico,automático,sedan,,153290
Audi,2021,143353,híbrido,automático,sedan,azul,172653
Chevrolet,2023,201757,diesel,manual,conversível,,26770
Mercedes,2023,81841,diesel,manual,hatchback,,222711
Honda,2022,17014,gasolina,manual,conversível,,149090
Volkswagen,2022,192263,híbrido,manual,pickup,azul,68416
Toyota,2022,162819,híbrido,automático,sedan,,75027
Ford,2020,143045,diesel,manual,sedan,prata,25868
BMW,2006,156883,híbrido,automático,hatchback,azul,86182
Volkswagen,2023,86294,híbrido,automático,SUV,,170594
BMW,2017,13503,elétrico,automático,SUV,,319548
BMW,2014,10831,híbrido,automático,SUV,vermelho,279418
Chevrolet,2021,146006,diesel,automático,SUV,,79796
Mercedes,2008,199585,híbrido,manual,sedan,,63290
Chevrolet,2023,153030,híbrido,automático,pickup,,102879
BMW,2002,144706,híbrido,automático,SUV,verde,101706
Mercedes,2010,189963,gasolina,automático,pickup,prata,84026
Hyundai,2006,10841,híbrido,manual,SUV,vermelho,104411
BMW,2013,61039,híbrido,automático,SUV,,237273
Audi,2013,73517,gasolina,automático,pickup,,151538
Honda,2020,104887,diesel,automático,hatchback,cinza,80579
Toyota,2001,8423,híbrido,automático,hatchback,,29104
Toyota,2011,164872,híbrido,automático,pickup,,17590
Audi,2014,91573,diesel,automático,hatchback,verde,131899
Mercedes,2008,163195,diesel,manual,conversível,,81764
Mercedes,2014,210127,híbrido,manual,pickup,azul,118911
Mercedes,2023,105493,híbrido,automático,SUV,vermelho,276155
Volkswagen,2021,216835,gasolina,manual,SUV,verde,16215
Hyundai,2020,1835,diesel,automático,SUV,,201716
Chevrolet,2021,96744,elétrico,manual,conversível,branco,128279
Hyundai,2012,152347,diesel,manual,pickup,cinza,19357
Volkswagen,2013,163112,elétrico,manual,sedan,verde,25822
Nissan,2000,62442,híbrido,manual,SUV,,19291
Honda,2004,37640,híbrido,automático,SUV,verde,71652
Ford,2005,29590,gasolina,manual,SUV,,14287
Ford,2007,53742,gasolina,automático,SUV,,25381
Nissan,2022,8034,diesel,automático,hatchback,,169376
Honda,2008,46535,gasolina,automático,conversível,,44426
Mercedes,2016,179480,diesel,manual,hatchback,preto,105364
Toyota,2012,62950,elétrico,manual,hatchback,prata,74935
Honda,2012,105042,diesel,automático,sedan,preto,31471
Toyota,2021,17804,diesel,automático,sedan,,148537
BMW,2011,1155,híbrido,manual,sedan,preto,223192
BMW,2002,132442,híbrido,automático,hatchback,vermelho,75291
Ford,2018,196172,elétrico,automático,conversível,prata,44680
Volkswagen,2015,123021,elétrico,manual,hatchback,branco,60885
Honda,2005,16847,diesel,automático,SUV,branco,72207
Honda,2013,171091,elétrico,manual,conversível,,34236
Ford,2015,13453,gasolina,automático,hatchback,verde,74583
BMW,2015,183728,híbrido,automático,SUV,,165390
Nissan,2023,15729,elétrico,automático,sedan,,219990
Mercedes,2017,109185,diesel,manual,pickup,azul,189570
Volkswagen,2014,114463,elétrico,manual,pickup,cinza,87876
Nissan,2006,95026,elétrico,automático,hatchback,branco,38482
Hyundai,2019,94614,diesel,manual,sedan,,87770
Honda,2002,30411,elétrico,automático,hatchback,azul,48712
BMW,2002,83400,diesel,manual,SUV,,109620
Hyundai,2017,117768,elétrico,automático,SUV,,141562
BMW,2003,159669,diesel,automático,sedan,,49232
Toyota,2023,60242,híbrido,manual,hatchback,,132831
Nissan,2002,52227,diesel,manual,pickup,verde,12441
Nissan,2000,54538,diesel,automático,pickup,branco,10823
Honda,2015,198356,diesel,automático,pickup,,8151
Mercedes,2001,105215,diesel,manual,SUV,,87350
Mercedes,2007,219225,elétrico,automático,pickup,,98542
Mercedes,2005,187734,híbrido,manual,SUV,,78586
Mercedes,2010,193595,gasolina,manual,sedan,preto,46484
Toyota,2017,196368,híbrido,automático,SUV,,44542
Audi,2023,65501,elétrico,manual,pickup,,269149
BMW,2013,139213,gasolina,automático,hatchback,vermelho,112551
BMW,2012,181577,gasolina,manual,sedan,prata,68896
Nissan,2020,232145,elétrico,manual,pickup,azul,54498
Mercedes,2019,139787,híbrido,automático,hatchback,azul,189149
BMW,2008,84614,diesel,automático,sedan,prata,136770
Mercedes,2018,18963,elétrico,manual,conversível,branco,294726
Mercedes,2006,216378,híbrido,automático,pickup,verde,72535
Mercedes,2018,397,gasolina,manual,SUV,,265722
Audi,2005,163093,elétrico,automático,SUV,prata,95835
Mercedes,2018,242949,elétrico,automático,hatchback,,130936
Volkswagen,2011,72198,híbrido,automático,hatchback,azul,61461
Honda,2021,138710,elétrico,automático,pickup,,133903
Ford,2021,137271,elétrico,manual,SUV,,106910
Honda,2018,191419,diesel,automático,sedan,cinza,13007
Honda,2020,190936,gasolina,manual,SUV,prata,27345
Mercedes,2006,200039,híbrido,automático,SUV,prata,90973
BMW,2015,131101,híbrido,manual,conversível,,174229
Hyundai,2019,221110,diesel,automático,pickup,,34223
Mercedes,2003,48304,elétrico,automático,conversível,,183187
Volkswagen,2005,84354,elétrico,manual,pickup,vermelho,45952
Hyundai,2012,149176,elétrico,manual,hatchback,,35577
Nissan,2004,66256,gasolina,manual,SUV,vermelho,9621
Honda,2018,2535,gasolina,manual,pickup,prata,138226
BMW,2014,242230,diesel,automático,pickup,cinza,89439
Audi,2012,93636,gasolina,manual,pickup,verde,116455
Chevrolet,2015,39639,diesel,automático,conversível,,98253
BMW,2023,204797,gasolina,automático,hatchback,,136642
Ford,2005,6537,híbrido,manual,pickup,preto,58424
Volkswagen,2019,99125,gasolina,automático,sedan,cinza,70612
Hyundai,2016,135393,híbrido,manual,SUV,,87225
Ford,2008,6653,híbrido,manual,SUV,cinza,86343
Hyundai,2005,41865,híbrido,automático,SUV,branco,89694
Volkswagen,2001,21610,elétrico,automático,sedan,azul,54873
Ford,2023,64074,híbrido,manual,SUV,,151148
BMW,2016,173684,diesel,automático,sedan,,130421
Nissan,2020,78617,diesel,automático,SUV,prata,140968
Ford,2022,155972,híbrido,automático,conversível,vermelho,79820
Toyota,2018,4208,elétrico,manual,sedan,,165054
Nissan,2014,177328,híbrido,manual,pickup,,29870
Nissan,2017,68792,elétrico,automático,sedan,,140846
Hyundai,2010,147725,híbrido,manual,pickup,azul,29592
Nissan,2010,65748,elétrico,automático,SUV,,121976
Nissan,2004,9060,elétrico,manual,hatchback,,70658
Honda,2017,167823,gasolina,automático,SUV,prata,36524
Toyota,2017,44149,elétrico,manual,sedan,preto,130096
Audi,2021,58381,diesel,automático,SUV,preto,239133
Chevrolet,2004,43207,elétrico,automático,conversível,,60755
Ford,2021,151012,elétrico,automático,SUV,,111292
Honda,2019,198563,híbrido,automático,SUV,,64006
BMW,2018,223262,híbrido,automático,conversível,,144717
Volkswagen,2011,82715,diesel,automático,sedan,,40100
Hyundai,2016,39924,diesel,manual,sedan,vermelho,105053
Ford,2011,43487,híbrido,automático,SUV,azul,95559
BMW,2020,111771,diesel,automático,conversível,,215760
BMW,2015,226297,elétrico,manual,hatchback,,107592
Chevrolet,2020,116089,gasolina,manual,sedan,vermelho,37738
Mercedes,2012,118291,elétrico,automático,conversível,,197196
Toyota,2010,49283,elétrico,manual,conversível,,91502
Honda,2017,1428,híbrido,manual,pickup,,167000
BMW,2016,42626,elétrico,automático,hatchback,prata,257162
Hyundai,2011,52588,gasolina,manual,pickup,,68188
Volkswagen,2021,161602,elétrico,manual,hatchback,,75879
Volkswagen,2000,73478,híbrido,automático,SUV,,18565
Volkswagen,2021,26637,diesel,automático,SUV,,177354
Volkswagen,2009,111261,diesel,manual,SUV,azul,20117
Toyota,2010,58719,gasolina,manual,hatchback,,7897
Mercedes,2017,213433,gasolina,manual,conversível,preto,95597
BMW,2003,139193,diesel,manual,pickup,prata,70565
Audi,2014,33628,híbrido,manual,sedan,,186460
Mercedes,2021,197842,elétrico,manual,pickup,cinza,197511
Audi,2007,102169,diesel,automático,conversível,,96482
Audi,2001,114042,híbrido,automático,conversível,,67171
BMW,2010,53147,diesel,manual,pickup,vermelho,179797
Audi,2023,208538,híbrido,automático,hatchback,,134023
Nissan,2007,63569,gasolina,automático,sedan,prata,18502
Chevrolet,2005,28039,elétrico,automático,sedan,,64373
Honda,2023,143486,gasolina,automático,conversível,,81560
Hyundai,2021,206811,gasolina,automático,conversível,,37232
Audi,2021,220880,diesel,manual,pickup,vermelho,104384
Hyundai,2017,161770,elétrico,automático,sedan,vermelho,82761
Hyundai,2005,30308,gasolina,manual,SUV,,48784
Ford,2020,87380,diesel,manual,sedan,,64834
BMW,2021,228517,elétrico,manual,SUV,verde,183038
Volkswagen,2023,4217,gasolina,automático,conversível,prata,179048
Ford,2014,106240,gasolina,manual,SUV,branco,23632
Audi,2005,189727,elétrico,manual,pickup,azul,56191
Audi,2011,46317,diesel,manual,sedan,prata,135578
BMW,2023,38610,híbrido,automático,hatchback,,287973
Audi,2016,229400,híbrido,manual,hatchback,preto,56420
Hyundai,2019,32035,diesel,automático,conversível,cinza,159576
BMW,2004,93484,híbrido,automático,conversível,,137561
Mercedes,2000,38474,híbrido,manual,conversível,vermelho,134068
Ford,2017,12029,gasolina,manual,SUV,prata,110580
Ford,2016,118779,diesel,manual,pickup,vermelho,35855
Chevrolet,2003,3905,gasolina,automático,sedan,azul,11266
Chevrolet,2012,28176,diesel,automático,pickup,,92277
Ford,2022,35325,elétrico,manual,SUV,cinza,185272
Hyundai,2006,6588,híbrido,automático,sedan,cinza,93388
Audi,2004,46775,híbrido,manual,SUV,prata,135258
Nissan,2005,54615,gasolina,automático,SUV,vermelho,38770
Mercedes,2005,183700,elétrico,manual,pickup,,95410
Mercedes,2012,8107,gasolina,manual,conversível,,204325
Mercedes,2001,141702,híbrido,automático,conversível,prata,82809
Audi,2022,229195,gasolina,manual,hatchback,,63563
Chevrolet,2012,22438,gasolina,automático,conversível,azul,75293
Volkswagen,2020,17265,híbrido,manual,SUV,vermelho,183914
Chevrolet,2015,70002,gasolina,manual,conversível,verde,48999
Toyota,2020,152826,diesel,manual,SUV,vermelho,61022
Audi,2005,21915,elétrico,manual,hatchback,branco,145660
Chevrolet,2023,101706,diesel,automático,conversível,,110806
Audi,2014,206397,diesel,manual,hatchback,,37522
Chevrolet,2015,76395,elétrico,manual,conversível,,100524
BMW,2020,44821,diesel,manual,conversível,,248625
Mercedes,2011,48673,elétrico,manual,sedan,,210929
Audi,2014,241289,híbrido,automático,SUV,preto,83098
Ford,2014,158207,elétrico,manual,conversível,,29255
Toyota,2021,24850,diesel,automático,SUV,verde,171605
Honda,2023,72542,diesel,manual,hatchback,branco,110221
Mercedes,2022,225538,elétrico,automático,hatchback,prata,171123
BMW,2008,203293,elétrico,manual,SUV,verde,109695
BMW,2007,40588,híbrido,manual,pickup,,188588
Volkswagen,2023,29417,elétrico,automático,sedan,,203408
Chevrolet,2007,63771,elétrico,automático,pickup,preto,74360
Mercedes,2023,164040,gasolina,automático,sedan,,172172
BMW,2014,205938,gasolina,manual,sedan,verde,65843
Mercedes,2019,143662,híbrido,automático,sedan,,193437
BMW,2014,73736,gasolina,manual,conversível,,172385
Honda,2016,134434,híbrido,manual,pickup,preto,66896
Audi,2018,180499,diesel,automático,conversível,,118651
Volkswagen,2013,103384,híbrido,manual,sedan,,46631
Ford,2005,10890,diesel,manual,pickup,,34377
BMW,2003,186241,híbrido,automático,SUV,vermelho,79631
Audi,2013,184147,híbrido,manual,hatchback,,67097
Mercedes,2007,119449,híbrido,automático,sedan,,126386
Hyundai,2021,119929,gasolina,manual,pickup,preto,91050
Chevrolet,2023,130899,elétrico,automático,sedan,branco,118371
Nissan,2019,219429,híbrido,manual,SUV,,42400
BMW,2002,99948,elétrico,automático,SUV,,154036
Honda,2006,59118,elétrico,manual,pickup,cinza,70617
Hyundai,2019,223944,diesel,automático,pickup,,32239
Volkswagen,2018,151185,diesel,manual,SUV,azul,55170
Chevrolet,2023,57261,híbrido,manual,pickup,verde,155917
Nissan,2016,112207,diesel,manual,SUV,,75455
Ford,2002,10349,elétrico,automático,sedan,,48756
Hyundai,2002,87291,elétrico,automático,conversível,vermelho,43896
BMW,2002,116739,diesel,manual,hatchback,,51283
Ford,2014,169501,elétrico,manual,sedan,branco,7349
Honda,2019,239001,elétrico,manual,SUV,,42699
Hyundai,2000,97852,híbrido,automático,SUV,,15504
Mercedes,2021,218880,diesel,automático,sedan,azul,133784
Audi,2005,72055,híbrido,automático,pickup,,131562
BMW,2006,18082,híbrido,manual,conversível,,190343
Toyota,2019,114363,diesel,manual,conversível,,66946
Ford,2021,10996,gasolina,automático,hatchback,prata,118303
Toyota,2023,113615,híbrido,automático,conversível,,130469
Mercedes,2019,220278,diesel,manual,sedan,branco,104805
Nissan,2023,45161,diesel,automático,pickup,preto,178387
Mercedes,2022,5968,gasolina,automático,SUV,preto,303822
Honda,2023,242019,elétrico,manual,pickup,,61587
Mercedes,2000,88930,elétrico,automático,sedan,,119749
Toyota,2021,82905,elétrico,manual,SUV,cinza,158966
Hyundai,2017,80744,gasolina,automático,pickup,branco,104479
Toyota,2011,93631,diesel,automático,sedan,prata,25458
Audi,2005,95848,híbrido,manual,sedan,,79906
Volkswagen,2010,62227,elétrico,automático,pickup,,110441
Audi,2014,206497,híbrido,automático,conversível,,93452
Nissan,2008,4299,híbrido,automático,hatchback,cinza,94991
Volkswagen,2019,82410,híbrido,manual,sedan,,103313
Mercedes,2008,215789,diesel,automático,hatchback,,37948
BMW,2012,217214,híbrido,manual,sedan,,78950
Ford,2017,118285,elétrico,automático,conversível,prata,92200
Volkswagen,2023,192643,gasolina,manual,conversível,azul,33150
Chevrolet,2000,64250,elétrico,automático,SUV,azul,32025
Mercedes,2015,144589,híbrido,automático,conversível,,178788
BMW,2008,186881,híbrido,automático,SUV,preto,114183
Audi,2002,106488,híbrido,manual,hatchback,,44458
BMW,2022,20365,gasolina,manual,conversível,,265744
Toyota,2020,172323,híbrido,manual,hatchback,,33374
Toyota,2015,197323,elétrico,automático,hatchback,,15874
Honda,2013,182278,híbrido,automático,SUV,,33405
Hyundai,2020,200704,híbrido,automático,sedan,,55507
Hyundai,2022,43650,diesel,automático,sedan,vermelho,158445
Ford,2014,51162,elétrico,automático,SUV,,132187
Honda,2007,49785,gasolina,manual,SUV,preto,35150
Chevrolet,2003,38047,gasolina,automático,SUV,,15367
Mercedes,2005,238137,gasolina,automático,pickup,prata,15304
Volkswagen,2018,217402,elétrico,manual,hatchback,prata,15819
Honda,2016,83407,diesel,automático,pickup,prata,95615
BMW,2020,239840,híbrido,automático,conversível,azul,147112
Volkswagen,2015,51052,gasolina,manual,hatchback,preto,55264
Hyundai,2019,65728,diesel,manual,pickup,vermelho,128990
BMW,2016,5419,híbrido,manual,hatchback,cinza,248207
Toyota,2012,80061,híbrido,manual,pickup,,69957
Chevrolet,2011,2833,gasolina,automático,sedan,vermelho,68017
Mercedes,2016,99016,diesel,automático,conversível,,196689
Audi,2021,118470,diesel,manual,conversível,,169071
Volkswagen,2014,91681,diesel,automático,hatchback,,47823
Ford,2015,24740,diesel,manual,sedan,vermelho,73682
BMW,2016,159932,diesel,manual,conversível,vermelho,140048
BMW,2011,33170,diesel,manual,conversível,azul,193781
Ford,2017,49521,gasolina,automático,hatchback,cinza,63335
Ford,2023,107908,gasolina,manual,SUV,,85464
Nissan,2019,139178,gasolina,manual,hatchback,prata,28575
Audi,2014,83897,diesel,manual,pickup,verde,151272
Ford,2006,82337,elétrico,automático,hatchback,,19364
BMW,2015,99100,diesel,automático,SUV,,203630
Toyota,2022,175320,diesel,manual,SUV,vermelho,59276
Audi,2023,4738,híbrido,manual,SUV,,297683
BMW,2017,171687,diesel,manual,sedan,branco,124819
Chevrolet,2007,66287,híbrido,automático,pickup,preto,51599
Toyota,2012,26813,elétrico,manual,sedan,cinza,107231
Chevrolet,2023,203903,elétrico,automático,sedan,verde,67268
Audi,2005,107367,diesel,automático,hatchback,,57843
Audi,2005,29029,elétrico,automático,conversível,,175680
Audi,2014,223829,diesel,automático,sedan,,46320
Mercedes,2003,183103,elétrico,automático,hatchback,verde,67828
Toyota,2010,7740,híbrido,automático,sedan,azul,99582
Mercedes,2020,153014,híbrido,automático,pickup,preto,214890
Mercedes,2010,214616,elétrico,manual,SUV,,115769
Nissan,2010,194114,híbrido,automático,SUV,verde,11120
BMW,2000,15139,híbrido,automático,sedan,cinza,150403
Audi,2009,39391,gasolina,automático,hatchback,vermelho,119426
BMW,2005,197254,diesel,automático,hatchback,azul,29922
Chevrolet,2018,76402,híbrido,manual,conversível,,100519
Ford,2021,68130,elétrico,manual,sedan,verde,127309
Toyota,2010,127724,elétrico,automático,hatchback,,29593
